iter	PRAUC	Logloss
150	0.470265001	0.4667987825
151	0.4704836209	0.466729652
152	0.4707613078	0.4666343657
153	0.4709658071	0.4665402299
154	0.471273732	0.4664310668
155	0.4714700688	0.4663441187
156	0.4717450906	0.4662613764
157	0.4721670045	0.4661326679
158	0.4725933666	0.4660274975
159	0.47289233	0.4659015269
160	0.4730665598	0.4658546845
161	0.4733547744	0.4657691574
162	0.473615401	0.4656821814
163	0.4739451585	0.4655830311
164	0.4741436067	0.4655075434
165	0.4745634414	0.4654104593
166	0.4749940406	0.465303982
167	0.475285259	0.4652187718
168	0.4756084368	0.4651130156
169	0.4758500402	0.4650259278
170	0.4762204155	0.4649099553
171	0.4765168653	0.4648282012
172	0.4767740739	0.4647283604
173	0.4771198078	0.4646282243
174	0.4775054012	0.4645149578
175	0.4778446081	0.464441162
176	0.4780670938	0.4643422598
177	0.4783672182	0.4642663804
178	0.4786682551	0.4641811927
179	0.4788910646	0.4641047118
180	0.4791897552	0.4640220252
181	0.479591809	0.4639138672
182	0.4797923175	0.4638380713
183	0.4800157934	0.4637423008
184	0.4804055287	0.4636498527
185	0.4806659731	0.4635623881
186	0.4809763538	0.4634723605
187	0.4813054533	0.4633752072
188	0.4815770675	0.4632916428
189	0.4817933334	0.4631950727
190	0.4820317989	0.4631101969
191	0.4823006552	0.4630414926
192	0.4825058509	0.4629765163
193	0.4827587149	0.4629109183
194	0.4830223284	0.4628083566
195	0.4832420449	0.4627243042
196	0.4834815671	0.4626597383
197	0.483786327	0.4625537969
198	0.4840482682	0.4624661298
199	0.4843364386	0.4623789768
200	0.4845506315	0.4622813392
201	0.4847280335	0.4622183126
202	0.4850891802	0.4621202364
203	0.4852541449	0.4620659175
204	0.4856244413	0.4619600579
205	0.4857894769	0.4618775923
206	0.4859816607	0.4618175206
207	0.48611562	0.4617682722
208	0.486440867	0.4616625579
209	0.4866581417	0.4615674452
210	0.4867932931	0.461512921
211	0.487118026	0.4614330465
212	0.4875397867	0.4613407032
213	0.4879260016	0.4612454988
214	0.4881322422	0.4611579994
215	0.4883310511	0.4611126577
216	0.4885558854	0.4610390795
217	0.4887406996	0.4609575671
218	0.488938003	0.4608847965
219	0.4891849517	0.4608032888
220	0.4894700223	0.4607312378
221	0.489732044	0.4606708947
222	0.4900477492	0.4605890348
223	0.4904371975	0.4605053317
224	0.4906992318	0.4604342939
225	0.4908435947	0.4603585619
226	0.4910314634	0.4603130413
227	0.4912488786	0.4602375584
228	0.4913633624	0.4601784847
229	0.4915992618	0.4600933732
230	0.4918725851	0.4600064474
231	0.4921873331	0.4598989731
232	0.4925054982	0.4598156142
233	0.4928381818	0.4597315524
234	0.4930115454	0.459679824
235	0.4933250294	0.4596036801
236	0.4935388428	0.459523756
237	0.4938048076	0.4594437168
238	0.4940618662	0.4593516968
239	0.4942398909	0.4592755041
240	0.4944843841	0.4592124828
241	0.4947909359	0.459119083
242	0.4949974614	0.4590378772
243	0.4951912866	0.4589782166
244	0.4954200533	0.4589065968
245	0.4957423653	0.4588183616
246	0.4958571625	0.4587724303
247	0.4960541771	0.4586653098
248	0.4962843904	0.4586050257
249	0.4964774416	0.45853918
250	0.4967190103	0.4584977064
251	0.4970019933	0.4584091921
252	0.4971316619	0.4583564701
253	0.4974230501	0.4582647003
254	0.4977111478	0.458175651
255	0.4979725123	0.4581236056
256	0.4981468727	0.4580798897
257	0.498338819	0.4580164939
258	0.4985268804	0.4579455759
259	0.4989871791	0.4578656744
260	0.4993664634	0.4577785536
261	0.4996471388	0.4576931001
262	0.499848433	0.4576250141
263	0.500020386	0.4575584413
264	0.500270613	0.4574925002
265	0.5005942512	0.4573887275
266	0.5009004945	0.4573168143
267	0.5009706778	0.4572802503
268	0.5010627754	0.4572316167
269	0.5012712839	0.4571876076
270	0.5014014141	0.4571078898
271	0.5016247717	0.4570191389
272	0.5018336702	0.4569631595
273	0.5021730196	0.4568698553
274	0.5024988831	0.4567829347
275	0.5026428591	0.4567340794
276	0.5029919985	0.4566506825
277	0.5032934975	0.4565679755
278	0.5035869493	0.4564854684
279	0.5039266275	0.4564012887
280	0.5041578091	0.4563101437
281	0.504327813	0.4562227466
282	0.5045450286	0.4561612193
283	0.5048422018	0.4560779976
284	0.5051346424	0.4560009862
285	0.5052346189	0.455966406
286	0.5054768482	0.4558748386
287	0.5056283826	0.4558249727
288	0.5059085914	0.4557391418
289	0.5060351297	0.4557046601
290	0.5062779377	0.4556290149
291	0.5064773441	0.4555599768
292	0.5066874371	0.4555057785
293	0.5069584104	0.4554216866
294	0.5071736827	0.4553415477
295	0.5074154179	0.4552836728
296	0.5075854778	0.4552385563
297	0.5077083491	0.4552184487
298	0.5078784946	0.4551422164
299	0.5080067334	0.4551082164
300	0.508251602	0.455042237
301	0.5084348822	0.4549764771
302	0.5085712168	0.4549342561
303	0.508842094	0.4548747778
304	0.5090221839	0.4548107806
305	0.509171975	0.4547597388
306	0.5094418069	0.454671634
307	0.5097598709	0.4546217285
308	0.5098624919	0.454563969
309	0.5100206285	0.4545139398
310	0.5102021254	0.4544322512
311	0.5103673199	0.4543814987
312	0.5106970457	0.4543075765
313	0.5109454523	0.4542208603
314	0.5112034454	0.4541564077
315	0.5113815103	0.4540900452
316	0.5116298073	0.4540184922
317	0.5119669075	0.4539241531
318	0.5121234338	0.4538634953
319	0.5122744378	0.4538275275
320	0.5125300012	0.4537559163
321	0.5128789739	0.4536756225
322	0.513135297	0.4535946368
323	0.513149975	0.4535923977
324	0.5133363733	0.4535340977
325	0.5134138591	0.4534660136
326	0.5136069098	0.4533992683
327	0.5138172107	0.4533436071
328	0.5140452903	0.4532564066
329	0.5142394269	0.4531802459
330	0.5146015236	0.4530975979
331	0.5149299628	0.4530200335
332	0.5152914347	0.4529355185
333	0.5155537984	0.4528506366
334	0.5156246968	0.4528121758
335	0.5158021002	0.4527549583
336	0.5161926374	0.4526803598
337	0.5164487918	0.4526131814
338	0.5167387854	0.4525394492
339	0.5168115097	0.4525083463
340	0.5170954051	0.4524365115
341	0.5172614049	0.4523815399
342	0.517394415	0.4523591174
343	0.5176762902	0.4522775511
344	0.5178018451	0.4522114931
345	0.5179723448	0.4521695577
346	0.5182667903	0.4520876425
347	0.5185499341	0.4520113278
348	0.5188130683	0.451935462
349	0.5189534516	0.4518819836
350	0.5190897745	0.4518345238
351	0.5193060207	0.4517683418
352	0.5195143671	0.4516878802
353	0.5197779233	0.4516335096
354	0.5201529681	0.4515565672
355	0.5203167127	0.4515028357
356	0.5205271102	0.4514321303
357	0.5207568725	0.4513517524
358	0.5209675346	0.4512614592
359	0.5211705418	0.4512079051
360	0.5213426795	0.4511704986
361	0.5214053343	0.4511612653
362	0.5216572656	0.4510939016
363	0.5218674832	0.4510120977
364	0.5221365316	0.4509474511
365	0.5223030443	0.4508964955
366	0.5225483706	0.4508421186
367	0.5226514727	0.450812638
368	0.5227792308	0.4507482586
369	0.5230257785	0.4506601578
370	0.5230373843	0.4506582262
371	0.5230469404	0.4506559418
372	0.5231940353	0.4505819901
373	0.5233854567	0.450533
374	0.5236468651	0.450462242
375	0.5237775778	0.45039626
376	0.5239846578	0.4503061597
377	0.5241803264	0.450235887
378	0.5245563182	0.4501571062
379	0.5247279937	0.4501014292
380	0.5250074955	0.4499929096
381	0.5252138373	0.4499343278
382	0.5254858589	0.4498502671
383	0.5256351773	0.4497846252
384	0.5257196853	0.4497483957
385	0.5258243625	0.449696681
386	0.5260020045	0.4496176008
387	0.5261646445	0.4495456309
388	0.5263704839	0.4494820093
389	0.5266078181	0.449407788
390	0.5268703633	0.4493444217
391	0.5271003917	0.4492916412
392	0.5273198	0.4492255389
393	0.527642063	0.4491531934
394	0.5279288555	0.4490976561
395	0.5280129726	0.4490444407
396	0.5282560153	0.4489497247
397	0.5283978873	0.4489075163
398	0.5284289258	0.448876283
399	0.5286840038	0.4488058732
400	0.5288976434	0.4487358672
401	0.5289061095	0.4487346213
402	0.528911364	0.4487333939
403	0.5290844656	0.4486842029
404	0.5292906014	0.4486262559
405	0.5293841535	0.4485968161
406	0.5296280115	0.4485082593
407	0.5298602165	0.4484307974
408	0.5301794908	0.4483628492
409	0.5303418027	0.448311584
410	0.5303615569	0.4482969014
411	0.5304938048	0.4482642336
412	0.5306991922	0.4482036388
413	0.5308621591	0.4481470299
414	0.5311325276	0.4480775629
415	0.5312959763	0.4480315403
416	0.5315198632	0.4479635994
417	0.5317622201	0.4478837512
418	0.5318322975	0.4478603777
419	0.5321006969	0.4477810376
420	0.5323526184	0.4477271309
421	0.5324841793	0.4477008388
422	0.5326736835	0.4476455432
423	0.5329357596	0.4475588757
424	0.5330492898	0.4475065534
425	0.5333156913	0.4474361298
426	0.5335874437	0.4473685748
427	0.5337337168	0.4473152031
428	0.5338106057	0.4472792724
429	0.5340211271	0.4472089454
430	0.5342076017	0.447151332
431	0.5343865325	0.4470631116
432	0.534607239	0.4470038148
433	0.534766049	0.4469378213
434	0.5348826854	0.4468824907
435	0.5349957374	0.4468331939
436	0.5351935645	0.446785492
437	0.5353253956	0.4467375854
438	0.535426774	0.4467115548
439	0.535665621	0.4466267857
440	0.5358628902	0.4465618661
441	0.5360173356	0.4464943512
442	0.53636344	0.446410133
443	0.5365955642	0.4463352526
444	0.536803268	0.446267628
445	0.536982556	0.4462086002
446	0.5371494953	0.446137452
447	0.5372987666	0.4460706058
448	0.5374410636	0.4460439769
449	0.5374452539	0.4460431604
450	0.5375489157	0.4460090546
451	0.537618762	0.4459759789
452	0.5378321596	0.4459097564
453	0.5381210571	0.4458077637
454	0.5383179057	0.4457511205
455	0.5385056402	0.4457016023
456	0.5386334181	0.4456603305
457	0.5388803485	0.4455849456
458	0.5390394748	0.4455370859
459	0.5391684475	0.4454920428
460	0.5393966142	0.4454221569
461	0.5396465705	0.4453444324
462	0.5398719428	0.4452727309
463	0.5401091298	0.4452110437
464	0.5403347614	0.4451583693
465	0.540434227	0.4451190811
466	0.5406663095	0.4450569293
467	0.5408997514	0.4449924312
468	0.5409305203	0.4449679784
469	0.5410385204	0.4449271412
470	0.5411786524	0.4448736303
471	0.5413226966	0.4448237919
472	0.5415691046	0.4447466764
473	0.5415729157	0.4447460077
474	0.5416800409	0.4447111658
475	0.5418055599	0.4446553302
476	0.5420035822	0.4446051568
477	0.5421877636	0.4445442814
478	0.542348537	0.4444870883
479	0.5425141586	0.4444489121
480	0.54273753	0.4443688024
481	0.5429839713	0.444292771
482	0.5430443734	0.4442759221
483	0.5433662439	0.4441985041
484	0.5434781713	0.4441431767
485	0.5436127395	0.4440923079
486	0.5437799224	0.4440477562
487	0.5439865173	0.4440021833
488	0.5441234915	0.4439530014
489	0.5443477416	0.4439037428
490	0.5445799727	0.4438160945
491	0.5446875402	0.4437906022
492	0.5449278756	0.4437134325
493	0.5451704316	0.4436342907
494	0.545336636	0.443587945
495	0.5455452136	0.4435182896
496	0.5456256147	0.4434781333
497	0.5457533911	0.4434356524
498	0.5459496237	0.4433707609
499	0.5461906986	0.4433008702
500	0.5461937568	0.4432993652
501	0.5464030524	0.4432091595
502	0.5465206692	0.4431599315
503	0.546683429	0.4431122776
504	0.546739103	0.4430767597
505	0.5469365485	0.4430024459
506	0.5470947698	0.4429530615
507	0.5473145991	0.4428743453
508	0.5474848981	0.4427932206
509	0.5476513698	0.442736232
510	0.5478057614	0.4426623816
511	0.5478620083	0.4426271212
512	0.5479175969	0.4425879579
513	0.5480236931	0.4425488658
514	0.5481854904	0.4424949232
515	0.5483095853	0.4424531329
516	0.5484830353	0.4423996899
517	0.548768726	0.4423268899
518	0.5488966516	0.4422793314
519	0.549060206	0.4422231779
520	0.5492397314	0.4421853708
521	0.5494142683	0.4421344656
522	0.5495889528	0.442083916
523	0.5498516668	0.4420207082
524	0.550051319	0.4419402653
525	0.5502369024	0.4418986441
526	0.550365372	0.4418352575
527	0.5504724633	0.441778335
528	0.5505811807	0.4417313369
529	0.5507346162	0.4416980023
530	0.550912732	0.4416530461
531	0.5510604926	0.4415997124
532	0.5512539191	0.4415224402
533	0.5514249289	0.441457543
534	0.5515268571	0.4414122684
535	0.5515301157	0.4414114892
536	0.5517752869	0.4413517323
537	0.5520392377	0.4412577877
538	0.5522842484	0.4411844383
539	0.5524194286	0.4411492094
540	0.5525844126	0.4410958823
541	0.5527156401	0.4410404823
542	0.552859762	0.4409941872
543	0.5530237822	0.4409268346
544	0.5531751611	0.4408653042
545	0.5533609	0.4408134557
546	0.5535872448	0.4407550122
547	0.553796985	0.4407014334
548	0.5538095371	0.4406995058
549	0.5539809244	0.4406224698
550	0.5541752507	0.440561277
551	0.5542788453	0.4405105215
552	0.5543409044	0.4404991701
553	0.5544943277	0.4404377096
554	0.5546006085	0.4403785568
555	0.554698842	0.4403353328
556	0.5548187453	0.4402896994
557	0.5550340602	0.4402129282
558	0.5551485172	0.4401597215
559	0.5554003123	0.4400949175
560	0.5555551871	0.4400482728
561	0.5557777958	0.4399845229
562	0.5560333239	0.4399171861
563	0.5562097532	0.4398668312
564	0.5564310008	0.4397893833
565	0.5565236856	0.4397478441
566	0.556856012	0.4396782068
567	0.5569132321	0.4396427566
568	0.557147347	0.4395630038
569	0.557390751	0.4394948825
570	0.5574800176	0.4394521245
571	0.5574993141	0.4394335575
572	0.5576743039	0.4393686272
573	0.5578827359	0.4393076188
574	0.5580805098	0.4392480946
575	0.5583459034	0.4391836798
576	0.5585330767	0.4391139118
577	0.5587659047	0.4390400737
578	0.5589878638	0.438974256
579	0.558990732	0.4389719136
580	0.5590614594	0.4389472903
581	0.5591863069	0.4388920324
582	0.5592565561	0.4388513565
583	0.5593817861	0.4388211236
584	0.559572362	0.4387574157
585	0.5596567979	0.4387287072
586	0.5598611344	0.43866429
587	0.5602601649	0.4385781354
588	0.5603801309	0.4385295317
589	0.5605879534	0.4384788191
590	0.560656019	0.4384448641
591	0.5606577902	0.4384412813
592	0.5608351314	0.4383814308
593	0.5610332189	0.4383228423
594	0.5611772098	0.438278417
595	0.5612529489	0.4382450044
596	0.5613235335	0.4382377925
597	0.5615446678	0.4382029827
598	0.5617048983	0.4381672613
599	0.5618712176	0.4381146097
600	0.5620951149	0.4380405798
601	0.5623327705	0.4379820761
602	0.5624822269	0.4379227539
603	0.5625934349	0.4378627762
604	0.5626663424	0.4378377997
605	0.5628236427	0.437793803
606	0.5629609086	0.4377521339
607	0.5630353345	0.4377150886
608	0.563278039	0.4376650806
609	0.5634292801	0.4376106984
610	0.5636820155	0.4375548018
611	0.5638830049	0.4374937341
612	0.5641647348	0.437424605
613	0.5643151682	0.4373696921
614	0.5644816004	0.4372989276
615	0.5646370114	0.4372225503
616	0.5648351559	0.4371708422
617	0.5649766788	0.4371110342
618	0.5651449456	0.4370539842
619	0.5652765294	0.436998796
620	0.5655987184	0.4369299802
621	0.5657272566	0.4368985299
622	0.5659019889	0.4368517865
623	0.5662100471	0.436759558
624	0.5663473107	0.4366963511
625	0.5665323176	0.4366277198
626	0.5666907255	0.436567857
627	0.56686426	0.4365132252
628	0.5670611349	0.4364424137
629	0.5672711974	0.436359011
630	0.5673284899	0.4363409598
631	0.5675728355	0.4362913496
632	0.567763662	0.4362385729
633	0.5679840853	0.4361731374
634	0.5681977397	0.4360957348
635	0.5684325234	0.4360257114
636	0.5686940747	0.4359603313
637	0.5688324498	0.4359144734
638	0.5689752436	0.4358654101
639	0.5692224093	0.4358007243
640	0.5694035508	0.4357481283
641	0.5695386065	0.4357104809
642	0.5695432705	0.4357096232
643	0.5697008142	0.4356586024
644	0.5699565829	0.4355948521
645	0.5699777693	0.4355861731
646	0.5702770091	0.4355160451
647	0.5703846375	0.4354758003
648	0.5705376478	0.4354119257
649	0.5707032978	0.4353636141
650	0.5709286629	0.4353158178
651	0.5710184652	0.4352767139
652	0.5712887841	0.4352055555
653	0.5714970893	0.435131236
654	0.571643277	0.4350797743
655	0.5718624823	0.4350152477
656	0.5719932494	0.4349557835
657	0.5722099253	0.4348848818
658	0.5722122791	0.434884383
659	0.5723200919	0.4348177397
660	0.5724965482	0.4347472023
661	0.5726457194	0.4346973087
662	0.5728650516	0.434650996
663	0.5730122142	0.4345848101
664	0.573213758	0.4345372375
665	0.5734356517	0.4344895992
666	0.5736679904	0.434430121
667	0.5738148961	0.4343683845
668	0.5739539432	0.4342991262
669	0.5741280763	0.4342487721
670	0.5742405076	0.4342064117
671	0.5743774619	0.4341579295
672	0.574554504	0.4340997359
673	0.5747149384	0.434041346
674	0.5749902384	0.4339642739
675	0.5752554333	0.4339047669
676	0.5754856998	0.4338329603
677	0.5755933002	0.4337916133
678	0.5757620492	0.4337359558
679	0.5759047278	0.4337023417
680	0.576017954	0.4336588239
681	0.5761011101	0.4336040158
682	0.5762797362	0.4335531977
683	0.5764319566	0.4334873548
684	0.5765234494	0.4334526567
685	0.5767157088	0.4334068645
686	0.5768860466	0.4333596134
687	0.5768907279	0.4333590272
688	0.5771115192	0.4332824952
689	0.5773411567	0.4332227426
690	0.5774205328	0.4331818313
691	0.5775650731	0.4331374161
692	0.5776898662	0.4330917355
693	0.5778302258	0.4330437955
694	0.5779047879	0.4330057642
695	0.5780813832	0.4329469997
696	0.5781521691	0.4329185228
697	0.5782728937	0.4328606162
698	0.5784495373	0.432793335
699	0.5785707552	0.4327586378
700	0.5786466855	0.4327360111
701	0.5788311053	0.4326782837
702	0.578925376	0.4326450713
703	0.5790517546	0.4325905454
704	0.5792106182	0.4325380149
705	0.5794028188	0.4324692707
706	0.5797062206	0.4323890561
707	0.5799065242	0.432327029
708	0.580013729	0.4322568376
709	0.5801286827	0.4322101707
710	0.5802169415	0.4321813246
711	0.5803698457	0.4321235046
712	0.5805046298	0.4320910075
713	0.580693062	0.4320353089
714	0.580875822	0.4319856273
715	0.5810622953	0.4319240527
716	0.5811690499	0.431887693
717	0.5813659373	0.4318156134
718	0.5814957342	0.4317797863
719	0.5816941824	0.431738395
720	0.5818310663	0.4316996362
721	0.5820016649	0.4316193786
722	0.5821869202	0.4315547131
723	0.5823558796	0.4315109111
724	0.5825173935	0.431463527
725	0.582558939	0.4314184845
726	0.582692811	0.4313654187
727	0.582812327	0.4313215657
728	0.5828702503	0.4312903297
729	0.5830066634	0.4312499686
730	0.5832068015	0.4311892986
731	0.5834058124	0.4311153814
732	0.5835755764	0.4310565345
733	0.5836941456	0.4309991171
734	0.5838587298	0.4309342966
735	0.5838566805	0.4309326932
736	0.5840407642	0.4308784652
737	0.584235625	0.4308354388
738	0.5843326892	0.4307921706
739	0.5845636553	0.4307249448
740	0.5846911918	0.4306825122
741	0.5849121289	0.4306116801
742	0.5851305535	0.4305406713
743	0.5853301218	0.4304776126
744	0.5854956847	0.4304179515
745	0.5856066578	0.4303926106
746	0.5857864812	0.4303322842
747	0.5860283299	0.4302705871
748	0.5861085738	0.4302178892
749	0.586220419	0.4301709719
750	0.5864330838	0.4301121389
751	0.5865625022	0.4300745065
752	0.5866448383	0.4300433536
753	0.5868223919	0.4299786761
754	0.5869285249	0.429937999
755	0.5871136847	0.4298707226
756	0.5871798812	0.429848193
757	0.5873219797	0.4297982484
758	0.587555329	0.4297387019
759	0.5876358216	0.4297095609
760	0.5877367241	0.4296576141
761	0.5879192167	0.4295944652
762	0.588049826	0.4295505729
763	0.5882295151	0.429485437
764	0.5883301537	0.4294481337
765	0.5884868112	0.4293882404
766	0.5886644304	0.4293351626
767	0.5887644105	0.4292864856
768	0.5888221614	0.4292655106
769	0.5890029622	0.4292031174
770	0.5892058357	0.4291388517
771	0.5893605015	0.4290820206
772	0.5895972029	0.4290125938
773	0.5897990543	0.4289492323
774	0.5898959508	0.4289153129
775	0.5900197776	0.4288537043
776	0.5902079471	0.4288028794
777	0.5903409399	0.4287557117
778	0.5904894295	0.4287243995
779	0.5905132801	0.4287067989
780	0.5907828457	0.4286393551
781	0.5909177598	0.4286100231
782	0.5910599019	0.4285705887
783	0.5911172878	0.4285667306
784	0.5912418386	0.4285270521
785	0.591377244	0.4284848035
786	0.5916207689	0.428403797
787	0.5918171196	0.4283585219
788	0.5919842	0.4283113729
789	0.5920244663	0.4282926306
790	0.5921612732	0.4282325125
791	0.5922381735	0.4281973911
792	0.5924353087	0.4281432064
793	0.5926754318	0.42807236
794	0.5929688376	0.4279986158
795	0.5931603748	0.4279432084
796	0.5933901277	0.427891476
797	0.5934409385	0.4278672707
798	0.5936500596	0.4278049526
799	0.5937265948	0.4277723513
800	0.5939125509	0.427711753
801	0.5940569288	0.4276688664
802	0.5942240101	0.4276194275
803	0.594450534	0.4275519289
804	0.5946295932	0.4274942963
805	0.5947046037	0.4274787582
806	0.5948920187	0.4274079103
807	0.5950342382	0.4273602234
808	0.5951315636	0.4273246439
809	0.5952523452	0.4272883084
810	0.5953804961	0.4272179559
811	0.59551281	0.4271761201
812	0.5956551822	0.4271317083
813	0.5958624116	0.4270767608
814	0.5960626267	0.4270190222
815	0.5961679582	0.426967329
816	0.5963627697	0.4269042115
817	0.5965518752	0.4268346308
818	0.5967716943	0.4267752519
819	0.5969568886	0.4267093813
820	0.5971320731	0.4266482021
821	0.5972803511	0.4265826833
822	0.5974630648	0.4265230022
823	0.5975929539	0.4264803348
824	0.5977655381	0.4264348154
825	0.597866448	0.4263921024
826	0.5980567881	0.4263388387
827	0.5981961526	0.4262886875
828	0.5983201463	0.4262380788
829	0.5985590198	0.4261638312
830	0.5986684433	0.4261144714
831	0.5988194493	0.426058046
832	0.5990262381	0.4260080858
833	0.5991227863	0.4259790929
834	0.5992756137	0.4259230762
835	0.5994076952	0.4258780123
836	0.5995455716	0.4258234023
837	0.5997200099	0.4257551137
838	0.599788535	0.4257326842
839	0.5999708995	0.4256684093
840	0.6001109069	0.4256037181
841	0.6001976533	0.425573843
842	0.6003151547	0.4255372266
843	0.600550178	0.4254694656
844	0.6007249011	0.4254148598
845	0.600918272	0.4253569906
846	0.6010602827	0.4253059497
847	0.6012290135	0.4252557832
848	0.6013636617	0.4252127999
849	0.6014670103	0.4251811232
850	0.6016276689	0.4251197306
851	0.6017362596	0.4250826657
852	0.6018660722	0.4250409572
853	0.6019993332	0.4249965716
854	0.6021422886	0.424949848
855	0.6023694945	0.4248717221
856	0.6025013709	0.4248204778
857	0.6025857712	0.4247800998
858	0.6026601974	0.4247540775
859	0.6028148386	0.42469915
860	0.6030343218	0.4246327797
861	0.6031690932	0.4245900703
862	0.6033574053	0.4245474524
863	0.6034305562	0.4245200475
864	0.6034886077	0.4244909484
865	0.6035818111	0.4244415659
866	0.6037438471	0.424377284
867	0.6039292479	0.4243174757
868	0.6040635468	0.4242639453
869	0.6041736938	0.4242226999
870	0.6042492284	0.4241755423
871	0.6044148094	0.424120072
872	0.6046064837	0.4240615984
873	0.604744542	0.4240282091
874	0.6049620058	0.4239633748
875	0.6050289853	0.4239406107
876	0.6052225841	0.4238734906
877	0.6052547435	0.4238425754
878	0.6054957635	0.4237793066
879	0.6057117941	0.423712625
880	0.60581914	0.4236794706
881	0.6059368452	0.423635609
882	0.6061166095	0.4235680137
883	0.6062545351	0.4235164205
884	0.6064696036	0.4234514077
